Unité	F	f_1 - 4	Score	f_5 - 6	Score	f_7 - 10	Score
"lassant"	13	2	0.3179	4	0.6051	7	-0.6786
"incroyable"	73	3	-1.7551	9	-1.1823	61	2.681
"stopper"	7	1	0.2244	1	-0.2361	5	0.2211
"flemme"	3	0	-0.1689	2	0.9888	1	-0.6165
"devs"	7	3	1.3657	3	0.8369	1	-2.2622
"deux-trois"	4	1	0.393	1	0.231	2	-0.4157
"texture"	24	3	0.2427	7	0.7353	14	-0.6764
"trailer"	15	1	-0.3565	5	0.7944	9	-0.4689
"arbalète"	2	0	-0.1126	1	0.4465	1	-0.2694
"Visuellement"	2	0	-0.1126	0	-0.1923	2	0.3352
"historique"	58	8	0.388	9	-0.5856	41	0.4112
"Beaucoup"	5	0	-0.2815	0	-0.4807	5	0.8379
"minimap"	2	0	-0.1126	0	-0.1923	2	0.3352
"Avis"	3	0	-0.1689	0	-0.2884	3	0.5027
"milieu"	50	6	-0.2269	14	0.9762	30	-0.8382
"discret"	44	1	-1.6265	5	-0.9753	38	2.3308
"cri"	10	0	-0.563	2	0.2077	8	0.4803
"marchand"	6	1	0.2671	0	-0.5768	5	0.4228
"plainte"	2	1	0.6413	0	-0.1923	1	-0.2694
"complot"	14	2	0.2827	0	-1.3458	12	0.9026
"jouissance"	5	1	0.3215	0	-0.4807	4	0.3123
"agripper"	8	2	0.5969	1	-0.2945	5	-0.3019
"diviser"	19	0	-1.0697	3	-0.3359	16	1.0107
"espionner"	7	1	0.2244	1	-0.2361	5	0.2211
"résolu"	3	0	-0.1689	0	-0.2884	3	0.5027
"complétement"	6	2	0.7985	1	-0.1812	3	-0.5319
"collection"	5	1	0.3215	2	0.5854	2	-0.7196
"discutable"	10	0	-0.563	3	0.4978	7	0.2253
"Al-Mualim"	3	0	-0.1689	1	0.314	2	-0.1638
"maître"	21	1	-0.5905	6	0.6469	14	-0.2757
"secte"	6	0	-0.3378	1	-0.1812	5	0.4228
"torcher"	6	0	-0.3378	2	0.4671	4	-0.206
"cathédrale"	4	2	1.1251	2	0.7481	0	-1.9787
"imagination"	6	0	-0.3378	2	0.4671	4	-0.206
"bonjour"	5	1	0.3215	0	-0.4807	4	0.3123
"cellule"	2	1	0.6413	0	-0.1923	1	-0.2694
"trancher"	6	0	-0.3378	1	-0.1812	5	0.4228
"gorge"	5	0	-0.2815	1	0.1743	4	0.3123
"camoufler"	5	3	1.8282	0	-0.4807	2	-0.7196
"Abstergo"	13	2	0.3179	0	-1.2497	11	0.7909
"prisonnier"	11	0	-0.6193	0	-1.0574	11	1.8434
"Lucy"	9	0	-0.5067	1	-0.356	8	0.7891
"attarder"	14	2	0.2827	3	0.2624	9	-0.3172
"plaire|pleuvoir"	18	4	0.7762	3	-0.2948	11	-0.4616
"ACII"	9	0	-0.5067	0	-0.8652	9	1.5082
"interactivité"	5	0	-0.2815	1	0.1743	4	0.3123
"ébauche"	2	0	-0.1126	0	-0.1923	2	0.3352
"fonctionnel"	5	0	-0.2815	0	-0.4807	5	0.8379
"inutilité"	4	2	1.1251	0	-0.3845	2	-0.4157
"chasse"	84	6	-0.9914	22	1.0158	56	-0.3585
"frustration"	33	2	-0.6624	8	0.486	23	0.3015
"assistanat"	2	1	0.6413	1	0.4465	0	-0.9893
"prédominer"	3	1	0.4919	1	0.314	1	-0.6165
"open-world"	44	3	-0.6966	20	3.9644	21	-2.3769
"platitude"	5	3	1.8282	1	0.1743	1	-1.4082
"vautrer"	4	2	1.1251	2	0.7481	0	-1.9787
"incohérent"	10	4	1.6018	3	0.4978	3	-1.8085
"pitoyable"	2	1	0.6413	1	0.4465	0	-0.9893
"ternir"	5	1	0.3215	1	0.1743	3	-0.2901
"Moyen-Orient_"	2	2	1.8303	0	-0.1923	0	-0.9893
"sommer"	10	2	0.4586	2	0.2077	6	-0.3928
"fleuve"	2	1	0.6413	0	-0.1923	1	-0.2694
"surexploiter"	2	1	0.6413	0	-0.1923	1	-0.2694
"dépenser"	9	2	0.5219	0	-0.8652	7	0.387
"annuel"	4	2	1.1251	0	-0.3845	2	-0.4157
"masse"	12	2	0.3582	4	0.6955	6	-0.8171
"abusif"	4	1	0.393	1	0.231	2	-0.4157
"cousin"	2	2	1.8303	0	-0.1923	0	-0.9893
"prêter"	12	1	-0.2505	1	-0.5544	10	0.6829
"démon"	4	1	0.393	1	0.231	2	-0.4157
"culture"	11	1	-0.2174	1	-0.4863	9	0.5792
"impressionner"	13	2	0.3179	5	1.0147	6	-1.0677
"falaise"	5	3	1.8282	0	-0.4807	2	-0.7196
"ceinturer"	2	1	0.6413	0	-0.1923	1	-0.2694
"dépaysant"	6	1	0.2671	2	0.4671	3	-0.5319
"jalonner"	3	1	0.4919	1	0.314	1	-0.6165
"mosquée"	2	1	0.6413	0	-0.1923	1	-0.2694
"majestueux"	6	1	0.2671	2	0.4671	3	-0.5319
"trip"	30	5	0.5261	5	-0.3612	20	-0.2952
"contemplatif"	12	1	-0.2505	2	-0.2491	9	0.365
"reconstituer"	3	1	0.4919	1	0.314	1	-0.6165
"polygone"	2	1	0.6413	0	-0.1923	1	-0.2694
"HUD"	7	2	0.6873	2	0.3775	3	-0.8135
"vierge"	3	1	0.4919	1	0.314	1	-0.6165
"réalisateur"	7	1	0.2244	1	-0.2361	5	0.2211
"bébé"	8	2	0.5969	0	-0.769	6	0.3002
"gamer"	18	4	0.7762	5	0.5556	9	-1.0641
"millier"	7	2	0.6873	0	-0.6729	5	0.2211
"errer"	3	2	1.3899	0	-0.2884	1	-0.6165
"credo"	3	1	0.4919	0	-0.2884	2	-0.1638
"Assassins"	21	1	-0.5905	3	-0.4241	17	0.8285
"mollement"	2	1	0.6413	0	-0.1923	1	-0.2694
"renseignement"	7	2	0.6873	4	1.4878	1	-2.2622
"sous-fifre"	2	1	0.6413	1	0.4465	0	-0.9893
"orgasme"	3	1	0.4919	1	0.314	1	-0.6165
"vingtaine"	21	2	-0.283	6	0.6469	13	-0.4567
"barrer"	8	3	1.2019	2	0.3076	3	-1.1244
"liste"	10	1	-0.1857	3	0.4978	6	-0.3928
"gratifiant"	3	1	0.4919	0	-0.2884	2	-0.1638
"systématiquement"	12	2	0.3582	3	0.36	7	-0.48
"ridiculement"	5	2	0.9391	0	-0.4807	3	-0.2901
"incroyablement"	25	4	0.4414	7	0.6688	14	-0.8455
"surabondance"	4	2	1.1251	1	0.231	1	-1.0012
"avant-dernier"	2	1	0.6413	0	-0.1923	1	-0.2694
"port"	6	1	0.2671	2	0.4671	3	-0.5319
"subtilité"	12	2	0.3582	1	-0.5544	9	0.365
"violemment"	3	1	0.4919	1	0.314	1	-0.6165
"innocent"	7	1	0.2244	1	-0.2361	5	0.2211
"crevure"	2	2	1.8303	0	-0.1923	0	-0.9893
"confesser"	3	1	0.4919	1	0.314	1	-0.6165
"manichéisme"	2	1	0.6413	0	-0.1923	1	-0.2694
"nourrir"	9	1	-0.1553	2	0.2522	6	-0.2293
"orgueilleux"	2	1	0.6413	0	-0.1923	1	-0.2694
"gimmick"	3	1	0.4919	0	-0.2884	2	-0.1638
"noble"	9	1	-0.1553	0	-0.8652	8	0.7891
"scénaristiques"	13	1	-0.2848	7	2.1728	5	-1.5658
"rigolade"	3	1	0.4919	1	0.314	1	-0.6165
"citadelle"	6	1	0.2671	1	-0.1812	4	-0.206
"maitre"	4	2	1.1251	1	0.231	1	-1.0012
"compte-rendu"	2	2	1.8303	0	-0.1923	0	-0.9893
"pratiquement"	18	3	0.4234	3	-0.2948	12	-0.2674
"entrainement"	3	1	0.4919	0	-0.2884	2	-0.1638
"Vous"	16	2	0.2247	3	-0.219	11	0.2276
"crever"	14	8	4.1406	1	-0.6957	5	-1.8809
"plait"	9	1	-0.1553	1	-0.356	7	0.387
"PUTAIN"	8	1	0.1901	2	0.3076	5	-0.3019
"trimballer"	4	1	0.393	1	0.231	2	-0.4157
"courses-poursuites"	2	1	0.6413	0	-0.1923	1	-0.2694
"éterniser"	3	1	0.4919	0	-0.2884	2	-0.1638
"rétablir"	5	1	0.3215	1	0.1743	3	-0.2901
"indicateur"	5	1	0.3215	0	-0.4807	4	0.3123
"Sheitan"	3	3	2.7455	0	-0.2884	0	-1.484
"poursuite"	10	1	-0.1857	1	-0.42	8	0.4803
"mou"	20	1	-0.5498	4	0.2349	15	0.4658
"allers-retours"	7	1	0.2244	2	0.3775	4	-0.3991
"plantage"	2	1	0.6413	1	0.4465	0	-0.9893
"craquer"	9	1	-0.1553	2	0.2522	6	-0.2293
"gueuler"	9	2	0.5219	5	1.7214	2	-2.1908
"ranger"	14	2	0.2827	4	0.5274	8	-0.5641
"boite"	5	2	0.9391	0	-0.4807	3	-0.2901
"comploter"	2	1	0.6413	0	-0.1923	1	-0.2694
"calmer"	9	4	1.7803	1	-0.356	4	-0.9018
"peste"	5	1	0.3215	1	0.1743	3	-0.2901
"tutoyer"	2	1	0.6413	0	-0.1923	1	-0.2694
"Terre"	19	2	-0.2305	3	-0.3359	14	0.3995
"bizarrement"	6	1	0.2671	3	1.0127	2	-1.0574
"déposer"	5	3	1.8282	0	-0.4807	2	-0.7196
"troubler"	2	1	0.6413	0	-0.1923	1	-0.2694
"humanité"	4	1	0.393	1	0.231	2	-0.4157
"nommé"	3	1	0.4919	1	0.314	1	-0.6165
"jubiler"	2	1	0.6413	0	-0.1923	1	-0.2694
"cohérence"	24	4	0.4778	10	1.921	10	-2.1565
"informatique"	2	2	1.8303	0	-0.1923	0	-0.9893
"recréer"	5	1	0.3215	1	0.1743	3	-0.2901
"imprécision"	5	1	0.3215	0	-0.4807	4	0.3123
"mince"	5	2	0.9391	1	0.1743	2	-0.7196
"propos"	22	2	-0.3107	3	-0.4709	17	0.6102
"leçon"	4	1	0.393	1	0.231	2	-0.4157
"harmonie"	4	1	0.393	0	-0.3845	3	0.2104
"tâter"	2	2	1.8303	0	-0.1923	0	-0.9893
"squelette"	5	1	0.3215	2	0.5854	2	-0.7196
"mort-né"	2	1	0.6413	0	-0.1923	1	-0.2694
"longuement"	4	1	0.393	0	-0.3845	3	0.2104
"donne"	6	1	0.2671	1	-0.1812	4	-0.206
"hélas"	9	1	-0.1553	4	1.077	4	-0.9018
"Ubi"	10	5	2.4047	0	-0.9613	5	-0.7283
"Soft"	3	1	0.4919	0	-0.2884	2	-0.1638
"pays"	18	4	0.7762	3	-0.2948	11	-0.4616
"ha"	5	4	3.0061	0	-0.4807	1	-1.4082
"heu"	2	2	1.8303	0	-0.1923	0	-0.9893
"Quand"	8	4	1.992	3	0.6991	1	-2.7023
"développeur"	8	2	0.5969	4	1.2599	2	-1.7981
"artiste"	7	2	0.6873	2	0.3775	3	-0.8135
"fournir"	17	1	-0.4316	4	0.3515	12	0.2801
"badaud"	4	1	0.393	0	-0.3845	3	0.2104
"innovante"	3	1	0.4919	0	-0.2884	2	-0.1638
"implémenté"	3	1	0.4919	1	0.314	1	-0.6165
"Assassin"	6	1	0.2671	0	-0.5768	5	0.4228
"Aller"	2	1	0.6413	0	-0.1923	1	-0.2694
"forcement"	6	2	0.7985	1	-0.1812	3	-0.5319
"Recommencer"	2	1	0.6413	0	-0.1923	1	-0.2694
"Au"	12	1	-0.2505	4	0.6955	7	-0.48
"passager"	2	1	0.6413	0	-0.1923	1	-0.2694
"ramasser"	31	4	0.2754	7	0.3758	20	-0.3937
"traîner"	10	1	-0.1857	1	-0.42	8	0.4803
"mineur"	7	0	-0.3941	3	0.8369	4	-0.3991
"associer"	16	1	-0.3936	2	-0.4471	13	0.71
"emporter"	14	0	-0.7882	5	0.897	9	-0.3172
"atténuer"	3	0	-0.1689	0	-0.2884	3	0.5027
"gout"	11	0	-0.6193	3	0.4227	8	0.2919
"choquer"	10	1	-0.1857	3	0.4978	6	-0.3928
"épaule"	8	0	-0.4504	4	1.2599	4	-0.6342
"roulade"	4	0	-0.2252	1	0.231	3	0.2104
"["	17	2	-0.1819	1	-0.9172	14	0.8068
"abîmer"	2	0	-0.1126	1	0.4465	1	-0.2694
"]"	17	2	-0.1819	1	-0.9172	14	0.8068
"préférence"	4	0	-0.2252	2	0.7481	2	-0.4157
"hauteur"	31	4	0.2754	3	-0.9565	24	0.7542
"suffisant"	11	0	-0.6193	1	-0.4863	10	1.0524
"pierre"	16	2	0.2247	3	-0.219	11	0.2276
"plombe"	4	0	-0.2252	3	1.5743	1	-1.0012
"milliard"	2	0	-0.1126	1	0.4465	1	-0.2694
"chevaucher"	18	0	-1.0134	2	-0.5586	16	1.379
"percher"	6	1	0.2671	1	-0.1812	4	-0.206
"couteau"	22	2	-0.3107	6	0.5824	14	-0.3902
"effondrer"	5	1	0.3215	3	1.2455	1	-1.4082
"parfaire"	30	0	-1.689	3	-0.8977	27	2.2988
"retournement"	4	2	1.1251	1	0.231	1	-1.0012
"éclater"	20	0	-1.126	5	0.4388	15	0.4658
"contrer"	9	1	-0.1553	3	0.5884	5	-0.4981
"extasier"	3	1	0.4919	1	0.314	1	-0.6165
"novateur"	18	1	-0.4704	1	-0.9932	16	1.379
"entreprendre"	10	0	-0.563	2	0.2077	8	0.4803
"copie"	17	1	-0.4316	9	2.6111	7	-1.6894
"fainéantise"	3	2	1.3899	1	0.314	0	-1.484
"caresse"	5	0	-0.2815	0	-0.4807	5	0.8379
"lame"	26	6	1.0582	3	-0.6738	17	-0.3368
"naître"	17	2	-0.1819	1	-0.9172	14	0.8068
"actuel"	39	1	-1.3896	5	-0.731	33	1.8027
"desservir"	6	1	0.2671	1	-0.1812	4	-0.206
"habilement"	5	0	-0.2815	1	0.1743	4	0.3123
"interroger"	3	0	-0.1689	0	-0.2884	3	0.5027
"louper"	10	3	0.9506	3	0.4978	4	-1.1949
"interesser"	2	0	-0.1126	0	-0.1923	2	0.3352
"boiteux"	5	0	-0.2815	1	0.1743	4	0.3123
"variation"	7	0	-0.3941	1	-0.2361	6	0.54
"tort"	7	0	-0.3941	1	-0.2361	6	0.54
"sein"	20	1	-0.5498	3	-0.3791	16	0.7391
"XBOX360"	2	0	-0.1126	0	-0.1923	2	0.3352
"déchirer"	6	1	0.2671	0	-0.5768	5	0.4228
"Sainte"	15	1	-0.3565	0	-1.442	14	1.6072
"guerrier"	9	0	-0.5067	2	0.2522	7	0.387
"impitoyable"	3	0	-0.1689	0	-0.2884	3	0.5027
"semer"	9	1	-0.1553	2	0.2522	6	-0.2293
"chaos"	13	1	-0.2848	2	-0.295	10	0.4439
"baigner"	6	0	-0.3378	0	-0.5768	6	1.0055
"prêt"	27	2	-0.4608	2	-1.1296	23	1.4244
"gta"	4	2	1.1251	0	-0.3845	2	-0.4157
"like"	18	2	-0.2057	1	-0.9932	15	0.9072
"évenements"	2	0	-0.1126	0	-0.1923	2	0.3352
"entendeur"	2	0	-0.1126	0	-0.1923	2	0.3352
"manuel"	6	0	-0.3378	2	0.4671	4	-0.206
"Templiers"	8	0	-0.4504	0	-0.769	8	1.3407
"pape"	3	0	-0.1689	0	-0.2884	3	0.5027
"V"	10	0	-0.563	4	0.9268	6	-0.3928
"barman"	2	1	0.6413	0	-0.1923	1	-0.2694
"conspiration"	4	0	-0.2252	0	-0.3845	4	0.6703
"temple"	11	1	-0.2174	1	-0.4863	9	0.5792
"De"	30	3	-0.3042	5	-0.3612	22	0.468
"individu"	14	3	0.6241	2	-0.3435	9	-0.3172
"vécu"	3	0	-0.1689	1	0.314	2	-0.1638
"ADN"	3	0	-0.1689	0	-0.2884	3	0.5027
"appareil"	4	0	-0.2252	0	-0.3845	4	0.6703
"génétique"	12	2	0.3582	2	-0.2491	8	-0.2453
"fragment"	8	1	0.1901	1	-0.2945	6	0.3002
"Eden"	3	0	-0.1689	0	-0.2884	3	0.5027
"artefact"	5	0	-0.2815	1	0.1743	4	0.3123
"soit-disant"	2	0	-0.1126	0	-0.1923	2	0.3352
"hériter"	8	0	-0.4504	0	-0.769	8	1.3407
"aka"	3	0	-0.1689	1	0.314	2	-0.1638
"coopérer"	3	0	-0.1689	0	-0.2884	3	0.5027
"hiérarchie"	2	0	-0.1126	1	0.4465	1	-0.2694
"confrérie"	6	1	0.2671	2	0.4671	3	-0.5319
"excès"	3	0	-0.1689	0	-0.2884	3	0.5027
"confiance"	13	0	-0.7319	1	-0.6243	12	1.326
"bafouer"	2	0	-0.1126	0	-0.1923	2	0.3352
"crédo"	4	0	-0.2252	0	-0.3845	4	0.6703
"capital"	6	0	-0.3378	0	-0.5768	6	1.0055
"camarade"	13	0	-0.7319	1	-0.6243	12	1.326
"venu|venue"	4	0	-0.2252	0	-0.3845	4	0.6703
"siège"	3	0	-0.1689	0	-0.2884	3	0.5027
"racheter"	8	1	0.1901	1	-0.2945	6	0.3002
"influent"	4	1	0.393	0	-0.3845	3	0.2104
"Saint-Jean"	3	0	-0.1689	0	-0.2884	3	0.5027
"Bien"	5	0	-0.2815	1	0.1743	4	0.3123
"logiquement"	3	0	-0.1689	0	-0.2884	3	0.5027
"protection"	9	3	1.0658	1	-0.356	5	-0.4981
"habitude"	32	3	-0.3531	9	0.7717	20	-0.507
"document"	8	1	0.1901	4	1.2599	3	-1.1244
"échange"	7	0	-0.3941	3	0.8369	4	-0.3991
"foutu"	10	0	-0.563	3	0.4978	7	0.2253
"archer"	7	1	0.2244	1	-0.2361	5	0.2211
"poster"	9	0	-0.5067	3	0.5884	6	-0.2293
"stratégique"	13	0	-0.7319	2	-0.295	11	0.7909
"inévitable"	4	0	-0.2252	1	0.231	3	0.2104
"manche"	7	1	0.2244	1	-0.2361	5	0.2211
"queue"	17	2	-0.1819	3	-0.2558	12	0.2801
"méfier"	5	0	-0.2815	0	-0.4807	5	0.8379
"enclencher"	8	2	0.5969	1	-0.2945	5	-0.3019
"tailler"	4	1	0.393	1	0.231	2	-0.4157
"abri"	5	1	0.3215	0	-0.4807	4	0.3123
"comportement"	28	1	-0.8883	3	-0.7834	24	1.5319
"illogique"	4	0	-0.2252	0	-0.3845	4	0.6703
"imprévisible"	5	0	-0.2815	0	-0.4807	5	0.8379
"framerate"	16	1	-0.3936	5	0.7045	10	-0.3894
"CE_"	4	1	0.393	0	-0.3845	3	0.2104
"N'"	5	1	0.3215	0	-0.4807	4	0.3123
"QUI"	6	0	-0.3378	2	0.4671	4	-0.206
"POUR"	5	2	0.9391	1	0.1743	2	-0.7196
"Même"	3	0	-0.1689	2	0.9888	1	-0.6165
"lotir"	2	0	-0.1126	0	-0.1923	2	0.3352
"DA"	8	0	-0.4504	3	0.6991	5	-0.3019
"inexorablement"	4	1	0.393	0	-0.3845	3	0.2104
"quinzaine"	10	0	-0.563	4	0.9268	6	-0.3928
"modèle"	8	1	0.1901	3	0.6991	4	-0.6342
"pnj"	6	1	0.2671	1	-0.1812	4	-0.206
"cycle"	17	1	-0.4316	1	-0.9172	15	1.256
"critiquer"	24	1	-0.7155	5	0.2732	18	0.5089
"must"	12	0	-0.6756	1	-0.5544	11	1.1881
"plausible"	3	0	-0.1689	0	-0.2884	3	0.5027
"marché"	7	0	-0.3941	2	0.3775	5	0.2211
"commerçant"	6	0	-0.3378	2	0.4671	4	-0.206
"chant"	2	0	-0.1126	0	-0.1923	2	0.3352
"religieux"	2	1	0.6413	0	-0.1923	1	-0.2694
"local"	10	0	-0.563	1	-0.42	9	0.9193
"sous-titrer"	2	0	-0.1126	0	-0.1923	2	0.3352
"refus"	3	0	-0.1689	0	-0.2884	3	0.5027
"cribler"	3	1	0.4919	0	-0.2884	2	-0.1638
"à-côtés"	4	0	-0.2252	0	-0.3845	4	0.6703
"open"	62	7	-0.289	20	1.8403	35	-1.4268
"world"	66	7	-0.3563	20	1.5444	39	-1.0961
"fraise"	8	1	0.1901	2	0.3076	5	-0.3019
"esthétique"	20	1	-0.5498	4	0.2349	15	0.4658
"ficeler"	11	0	-0.6193	2	-0.2061	9	0.5792
"verticalité"	3	0	-0.1689	0	-0.2884	3	0.5027
"cadre"	11	2	0.4046	0	-1.0574	9	0.5792
"exotique"	3	0	-0.1689	0	-0.2884	3	0.5027
"3e"	6	0	-0.3378	3	1.0127	3	-0.5319
"BON"	2	1	0.6413	0	-0.1923	1	-0.2694
"GTA"	162	14	-0.9916	19	-2.3641	129	3.1705
"ect"	9	1	-0.1553	0	-0.8652	8	0.7891
"fasciner"	7	0	-0.3941	3	0.8369	4	-0.3991
"aigle"	12	1	-0.2505	1	-0.5544	10	0.6829
"chasser"	34	0	-1.9142	6	-0.3237	28	1.3149
"idéal"	8	1	0.1901	2	0.3076	5	-0.3019
"méfiance"	3	0	-0.1689	0	-0.2884	3	0.5027
"rebours"	2	1	0.6413	0	-0.1923	1	-0.2694
"couper"	40	5	0.2634	10	0.5841	25	-0.5552
"élancer"	2	0	-0.1126	1	0.4465	1	-0.2694
"Angleterre"	2	0	-0.1126	0	-0.1923	2	0.3352
"guerre"	23	0	-1.2949	9	1.5822	14	-0.5242
"Saladin"	3	0	-0.1689	1	0.314	2	-0.1638
"Troisième"	2	0	-0.1126	1	0.4465	1	-0.2694
"Croisade"	2	0	-0.1126	1	0.4465	1	-0.2694
"rétrograder"	2	0	-0.1126	1	0.4465	1	-0.2694
"disciple"	6	1	0.2671	1	-0.1812	4	-0.206
"apparent"	6	1	0.2671	3	1.0127	2	-1.0574
"dévoiler"	22	1	-0.6316	8	1.2668	13	-0.6052
"rite"	3	0	-0.1689	0	-0.2884	3	0.5027
"futur"	20	4	0.6585	5	0.4388	11	-0.8036
"spécialiser"	4	0	-0.2252	0	-0.3845	4	0.6703
"visiblement"	10	3	0.9506	1	-0.42	6	-0.3928
"composer"	22	2	-0.3107	2	-0.8004	18	0.9211
"environnant"	2	0	-0.1126	0	-0.1923	2	0.3352
"axe"	7	0	-0.3941	3	0.8369	4	-0.3991
"étroit"	14	0	-0.7882	3	0.2624	11	0.5281
"crasseux"	3	0	-0.1689	0	-0.2884	3	0.5027
"sévèrement"	3	0	-0.1689	0	-0.2884	3	0.5027
"galoper"	18	3	0.4234	2	-0.5586	13	0.3375
"extérieur"	10	2	0.4586	1	-0.42	7	0.2253
"région"	23	0	-1.2949	1	-1.3851	22	2.7815
"saisir"	11	1	-0.2174	2	-0.2061	8	0.2919
"Credo"	2	0	-0.1126	0	-0.1923	2	0.3352
"code"	17	3	0.4657	3	-0.2558	11	-0.323
"conduite"	12	2	0.3582	3	0.36	7	-0.48
"organiser"	7	1	0.2244	1	-0.2361	5	0.2211
"discipliner"	2	0	-0.1126	0	-0.1923	2	0.3352
"geste"	10	0	-0.563	1	-0.42	9	0.9193
"conciliant"	2	0	-0.1126	0	-0.1923	2	0.3352
"reconnaissance"	2	0	-0.1126	1	0.4465	1	-0.2694
"celer"	2	0	-0.1126	0	-0.1923	2	0.3352
"obligation"	8	0	-0.4504	3	0.6991	5	-0.3019
"précieux"	10	0	-0.563	1	-0.42	9	0.9193
"recueillir"	2	0	-0.1126	0	-0.1923	2	0.3352
"discipline"	5	1	0.3215	2	0.5854	2	-0.7196
"imprévu"	4	0	-0.2252	0	-0.3845	4	0.6703
"violent"	15	0	-0.8445	3	0.2243	12	0.6169
"astuce"	6	0	-0.3378	2	0.4671	4	-0.206
"attentif"	3	0	-0.1689	0	-0.2884	3	0.5027
"habile"	5	0	-0.2815	0	-0.4807	5	0.8379
"surcroît"	3	1	0.4919	0	-0.2884	2	-0.1638
"folle|fou"	25	5	0.7442	5	0.2424	15	-0.5918
"efficacité"	7	0	-0.3941	1	-0.2361	6	0.54
"vif"	14	1	-0.3202	1	-0.6957	12	0.9026
"accro"	4	0	-0.2252	0	-0.3845	4	0.6703
"poursuivant"	3	0	-0.1689	0	-0.2884	3	0.5027
"rétine"	7	0	-0.3941	0	-0.6729	7	1.1731
"Gears"	4	1	0.393	0	-0.3845	3	0.2104
"immensité"	6	0	-0.3378	1	-0.1812	5	0.4228
"saisissant"	3	0	-0.1689	0	-0.2884	3	0.5027
"arabe"	2	0	-0.1126	0	-0.1923	2	0.3352
"église"	12	0	-0.6756	1	-0.5544	11	1.1881
"religion"	10	2	0.4586	0	-0.9613	8	0.4803
"européen"	5	0	-0.2815	1	0.1743	4	0.3123
"embarcation"	2	0	-0.1126	0	-0.1923	2	0.3352
"dresser"	12	1	-0.2505	1	-0.5544	10	0.6829
"admirablement"	5	0	-0.2815	0	-0.4807	5	0.8379
"accessoire"	7	0	-0.3941	3	0.8369	4	-0.3991
"prince"	28	6	0.9338	7	0.5023	15	-1.1038
"Aussi"	2	0	-0.1126	0	-0.1923	2	0.3352
"émerger"	2	0	-0.1126	0	-0.1923	2	0.3352
"disponible"	32	3	-0.3531	1	-2.1255	28	1.9803
"définitivement"	19	0	-1.0697	6	0.7987	13	0.2276
"commerce"	7	0	-0.3941	0	-0.6729	7	1.1731
"crier"	23	4	0.5173	3	-0.5194	16	0.2716
"règle"	12	0	-0.6756	2	-0.2491	10	0.6829
"natal"	2	0	-0.1126	0	-0.1923	2	0.3352
"populace"	2	0	-0.1126	0	-0.1923	2	0.3352
"commenter"	6	0	-0.3378	1	-0.1812	5	0.4228
"cadavre"	16	2	0.2247	0	-1.5381	14	1.1355
"duel"	21	0	-1.1823	2	-0.7379	19	1.7599
"obéir"	5	0	-0.2815	0	-0.4807	5	0.8379
"posture"	6	0	-0.3378	0	-0.5768	6	1.0055
"passif"	5	2	0.9391	0	-0.4807	3	-0.2901
"approcher"	15	1	-0.3565	1	-0.7684	13	1.0175
"synonyme"	8	0	-0.4504	1	-0.2945	7	0.6624
"lâcher"	28	3	-0.2582	3	-0.7834	22	0.7985
"idiot"	16	0	-0.9008	4	0.4022	12	0.4186
"rapidité"	4	0	-0.2252	0	-0.3845	4	0.6703
"arc"	7	0	-0.3941	1	-0.2361	6	0.54
"librement"	8	0	-0.4504	1	-0.2945	7	0.6624
"par-dessus"	3	0	-0.1689	1	0.314	2	-0.1638
"au-dessus"	9	0	-0.5067	1	-0.356	8	0.7891
"verdict"	5	0	-0.2815	1	0.1743	4	0.3123
"déchéance"	3	2	1.3899	0	-0.2884	1	-0.6165
"éditeur"	10	3	0.9506	1	-0.42	6	-0.3928
"grandiose"	36	2	-0.7702	10	0.7906	24	-0.3055
"détour"	15	0	-0.8445	5	0.7944	10	-0.2575
"pétrir"	2	0	-0.1126	0	-0.1923	2	0.3352
"entamer"	12	3	0.7657	2	-0.2491	7	-0.48
"SensCritique"	2	1	0.6413	0	-0.1923	1	-0.2694
"dater"	12	2	0.3582	2	-0.2491	8	-0.2453
"Etre"	4	1	0.393	2	0.7481	1	-1.0012
"silencieux"	3	1	0.4919	0	-0.2884	2	-0.1638
"balade"	16	4	0.9189	2	-0.4471	10	-0.3894
"infâme"	6	3	1.5681	2	0.4671	1	-1.8299
"tape"	5	2	0.9391	1	0.1743	2	-0.7196
"fini"	13	2	0.3179	1	-0.6243	10	0.4439
"boutique"	5	2	0.9391	0	-0.4807	3	-0.2901
"dehors"	40	4	-0.3423	10	0.5841	26	-0.3983
"centaine"	15	1	-0.3565	4	0.4604	10	-0.2575
"secourir"	6	1	0.2671	1	-0.1812	4	-0.206
"abruti"	6	2	0.7985	0	-0.5768	4	-0.206
"eh"	14	1	-0.3202	1	-0.6957	12	0.9026
"moquer"	7	1	0.2244	1	-0.2361	5	0.2211
"bla"	2	2	1.8303	0	-0.1923	0	-0.9893
"vacance"	3	1	0.4919	0	-0.2884	2	-0.1638
"recherché"	6	1	0.2671	0	-0.5768	5	0.4228
"repos"	8	2	0.5969	0	-0.769	6	0.3002
"Jouabilité"	4	2	1.1251	1	0.231	1	-1.0012
"Durée"	2	1	0.6413	0	-0.1923	1	-0.2694
"Bande-son"	3	1	0.4919	0	-0.2884	2	-0.1638
"dix"	37	5	0.3245	10	0.7335	22	-0.7595
"éteindre"	11	1	-0.2174	4	0.8014	6	-0.5906
"session"	10	1	-0.1857	0	-0.9613	9	0.9193
